0,lived-in,Lee,Singapore
504,travels-to,Howard,Tirin Kot
505,died-in,Diana,Paris
506,born-in,Micah Sterling,Lyme
507,lived-in,Ayers,Chicago
508,travels-to,Benazir Bhutto,Karachi
509,born-in,Alfonso Andria,Salerno
510,lived-in,Stingley,Chicago
511,born-in,Beata Holub,Opole
512,died-in,Litvinenko,London
513,lived-in,Adm. Michael Mullen,United States
514,died-in,Enrique Sarasola,Madrid
515,lived-in,Ohuruogu,London
516,born-in,Zsolt Hamar,Budapest
517,born-in,Matthew Taylor,Miami
518,born-in,Donald Haddow,Ontario
519,born-in,Spencer Bonfiglio,Philadelphia
520,travels-to,Kerry,Beijing
521,died-in,Walid Eido,Beirut
522,travels-to,Bryant,Germany
523,nationality,Fabian Cancellara,Switzerland
524,born-in,Ylenia Scapin,Bolzano
525,born-in,Henry Sydnor Harrison,Sewanee
526,born-in,Francisco Alimama Kashu,Hyderabad
527,born-in,Edwin Edgar Voigt,Illinois
528,nationality,Nadia Petrova,Russia
529,born-in,Charlene McMann,Chicago
530,travels-to,Kerry,Beijing
531,nationality,Masa Zec Peskiric,Slovenia
532,lived-in,Gov. Mitt Romney,Massachusetts
533,travels-to,Kerry,Jordan
534,nationality,Viktor Yushchenko,Ukraine
535,born-in,Albrecht Dietz,Dresden
536,travels-to,John Kerry,Islamabad
537,lived-in,Marcelo Ebrard,Mexico City
538,born-in,Morgan Val Baker,Cornwall
539,lived-in,Rudy Giuliani,York
540,travels-to,Andrea,Fla.
541,lived-in,Jacques Chirac,Paris
542,lived-in,Sam Maverick,San Antonio
543,born-in,Benedict,Bavaria
544,nationality,Saddam Hussein,Iraqi
545,born-in,Gwyneth Powell,Levenshulme
546,died-in,Alexander Litvinenko,London
547,born-in,Travis Shook,Oroville
548,travels-to,Kerry,Pakistan
549,lived-in,Donald,New Port Richey
550,lived-in,Asif Ali Zardari,Islamabad
551,born-in,Chloe Franks,Los Angeles
552,lived-in,Geschonneck,Berlin
553,born-in,Russell Defreitas,Guyana
554,travels-to,Obama,Dallas
555,lived-in,Bill McCollum,Florida
556,born-in,Russell Stannard,London
557,lived-in,Richardson,New Mexico
558,born-in,Margi Scharff,Memphis
559,travels-to,David Cameron,Northern Ireland
560,travels-to,Barack Obama,Boston
561,born-in,Jack Curtner,Greenville
562,travels-to,John Kerry,Israel
563,travels-to,Hanh,Vietnam
564,travels-to,Liam,Australia
565,lived-in,Jesse L. Jackson Jr.,Chicago
566,born-in,Agbonlahor,Birmingham
567,lived-in,Bhutto,Karachi
568,lived-in,Rudy Giuliani,York
569,travels-to,John Kerry,Islamabad
570,born-in,Diego Francisco Altamirano,Madrid
571,lived-in,Simba Makoni,Zimbabwe
572,lived-in,Suharto,Jakarta
573,travels-to,Barack Obama,Israel
574,born-in,James Sherman,Crayford
575,born-in,Thomas Dausgaard,Copenhagen
576,travels-to,Lewis,Los Angeles
577,died-in,Khan,London
578,born-in,Terrance John Clark,Gisborne
579,born-in,James Lowell Oakes,Springfield
580,travels-to,John Kerry,Geneva
581,born-in,Alberto Foguelman,Buenos Aires
582,lived-in,Du Toit,Cape Town
583,lived-in,Sam Brownback,Kansas
584,born-in,Anthony Giacobazzi,Toulon
585,born-in,Seth Lipsky,Brooklyn
586,born-in,Brent Rickles,London
587,born-in,Henry Stevens,Barnet
588,travels-to,Chavez,Caracas
589,born-in,Mahamudu Bawumia,Tamale
590,lived-in,Obama,Hawaii
591,travels-to,Barack Obama,Boston
592,lived-in,Christian Ude,Munich
593,born-in,Joyce,Dublin
594,travels-to,Barack Obama,Israel
595,lived-in,Mayor Rudolph Giuliani,New York City
596,born-in,Deborah Jane Kerr Trimmer,Helensburgh
597,born-in,Basuki Rahmat,Tuban
598,born-in,Hiba Daniel,Lebanon
599,died-in,Theo van Gogh,Amsterdam
600,lived-in,Samak Sundaravej,Bangkok
601,lived-in,Marc H. Morial,New Orleans
602,lived-in,Alice Waters,Berkeley
603,lived-in,Mirwaiz Umar Farooq,Kashmiri
604,travels-to,Lew,Brussels
605,died-in,Hariri,Beirut
606,nationality,Premier Wen Jiabao,China
607,nationality,Henrik Stenson,Sweden
608,lived-in,McCain,Arizona
609,travels-to,Kerry,Pakistan
610,lived-in,John Edwards,South Carolina
611,died-in,Hariri,Beirut
612,travels-to,Ma,Guangzhou
613,born-in,John Augustus Stone,Concord
614,born-in,Theodore Harold Maiman,Los Angeles
615,born-in,Richard Hudson,Tottenham
616,died-in,Alexander Litivinenko,London
617,lived-in,Mitt Romney,Massachusetts
618,travels-to,Obama,Connecticut
619,born-in,Keller,New York
620,born-in,Ripudaman Singh,Nabha
621,born-in,George Osborn,Rochester
622,born-in,Eric Bailey,Los Angeles
623,lived-in,Yuri Luzhkov,Moscow
624,travels-to,Andrizzi,Buenos Aires
625,died-in,Litvinenko,London
626,travels-to,Nicolas Sarkozy,Paris
627,born-in,Arthur Stewart,Ballymena
628,died-in,Elliott Baker,Los Angeles
629,travels-to,Cameron,Pakistan
630,lived-in,Tusk,Gdansk
631,travels-to,John Kerry,Afghanistan
632,died-in,Diana,Paris
633,born-in,Jules Louis Lewal,Paris
634,died-in,Marc Lepine,Montreal
635,lived-in,Aung San Suu Kyi,Yangon
636,died-in,Diana,Paris
637,born-in,George Perkins Merrill,Auburn
638,born-in,Laurie Allan,London
639,born-in,Satish Menon,Thrissur
640,lived-in,Escobar,Medellin
641,born-in,Rudolf Kippenhahn,Pernink
642,died-in,Theo van Gogh,Amsterdam
643,died-in,Amory J. `` Jack '' Cooke,Templeton
644,lived-in,Giuliani,New York City
645,died-in,Ziffren,New York
646,lived-in,Kwame Kilpatrick,Detroit
647,lived-in,Governor Mitt Romney,Massachusetts
648,born-in,Zadok Domnitz,Tel Aviv
649,born-in,Leslie Allen,Chicago
650,travels-to,John Kerry,Geneva
651,died-in,Antoine Ghanem,Beirut
652,travels-to,Obama,Israel
653,lived-in,Sim Lake,U.S.
654,lived-in,Gov. Mitt Romney,Massachusetts
655,lived-in,Sen. John Kerry,Massachusetts
656,born-in,Leonard Bosack,Pennsylvania
657,travels-to,Recep Tayyip Erdogan,Istanbul
658,travels-to,John Kerry,Israel
659,born-in,Darrell Trindall,Narrabri
660,born-in,Mat Chivers,Bristol
661,died-in,Litvinenko,London
662,travels-to,Obama,Israel
663,lived-in,Joseph Kabila,Democratic Republic of Congo
664,born-in,Gabriel Daniel,Rouen
665,travels-to,Marco Scutaro,California
666,lived-in,Eido,Beirut
667,born-in,Norbert Francis Attard,Malta
668,travels-to,Barack Obama,Chicago
669,born-in,Erik Christensen,Holladay
670,travels-to,Kerry,Pakistan
671,born-in,Victor Stolan,Czechoslovakia
672,lived-in,President Hugo Chavez,Caracas
673,born-in,Louise Christian,Oxford
674,born-in,Matthew Polenzani,Evanston
675,lived-in,Hirvonen,Jyvaskyla
676,born-in,Derek Murray,Dublin
677,born-in,Mirza Ghulam Ahmad,Qadian
678,born-in,Diane Youdale,Billingham
679,born-in,Jean Liebault,Dijon
680,lived-in,Mayor Richard Daley,Chicago
681,born-in,James A. Hamilton,New York City
682,nationality,Florian Mayer,Germany
683,travels-to,Kerry,Afghanistan
684,lived-in,Jonathan,California
685,lived-in,Bobby Jindal,Louisiana
686,travels-to,Obama,Israel
687,lived-in,Atta-Mills,Accra
688,travels-to,Voltchkov,Minsk
689,nationality,Hugo Chavez,Venezuela
690,born-in,G. Ramachandran,Singapore
691,born-in,Brian Faloon,Belfast
692,lived-in,Chavez,Albuquerque
693,born-in,Leszek Korzeniowski,Warsaw
694,born-in,Victor Antoine Signoret,Paris
695,travels-to,Obama,Israel
696,travels-to,Barack Obama,Israel
697,lived-in,Sen. George Allen,Virginia
698,travels-to,Obama,Israel
699,born-in,Remington,Reedville
700,born-in,Bahar Movahed Bashiri,Tehran
701,travels-to,Kerry,Kabul
702,travels-to,Kerry,Geneva
703,born-in,Shiva Boloorian,Tehran
704,born-in,Deep Tyagi,Uttar Pradesh
705,lived-in,Giuseppe Lanzone,The United States
706,born-in,Rachel,Cavaillon
707,travels-to,John Kerry,Pakistan
708,born-in,Tommy Waidelich,Stockholm
709,born-in,Werner Ploberger,Vienna
710,nationality,Putin,Russia
711,lived-in,Bill Richardson,New Mexico
712,born-in,William Fung,Hong Kong
713,lived-in,Bush,The U.S.
714,lived-in,Bill Richardson,New Mexico
715,born-in,Kym Anderson,Adelaide
716,travels-to,Kobe Bryant,Germany
717,nationality,Omar Suleiman,Egypt
718,died-in,Nora Holt,Los Angeles
719,died-in,Hariri,Beirut
720,travels-to,John Kerry,Berlin
721,lived-in,Jiang Yu,Beijing
722,died-in,Ismail Cem,Istanbul
723,lived-in,Ron Gold,East Setauket
724,lived-in,John Muse,East Falmouth
725,born-in,Alan Aboud,Dublin
726,born-in,Edgar Julius Jung,Ludwigshafen
727,lived-in,Nina Hix,Shreveport
728,born-in,Yannick Vaugrenard,Trignac
729,lived-in,Ty Law,Aliquippa
730,lived-in,Gov. Sarah Palin,Alaska
731,travels-to,Obama,Chicago
732,nationality,Radford,Canada
733,lived-in,Albert Haynesworth,Tennessee
734,lived-in,Arnold Schwarzenegger,California
735,died-in,Belew,Palm Springs
736,born-in,Ludwig von Buhl,Munich
737,travels-to,Karman,Cairo
738,died-in,Antoine Ghanem,Beirut
739,died-in,Diana,Paris
740,lived-in,Tony Leung Chiu-wai,Hong Kong
741,born-in,Herbert Keppler,New York
742,born-in,William Brenton Hall,Wallingford
743,lived-in,Charles Foti,Louisiana
744,died-in,Parren J. Mitchell,Baltimore
745,born-in,David Schrader,Chicago
746,nationality,Tony Blair,British
747,born-in,Niall McGarry,Castlebar
748,born-in,John Milne Bramwell,Perth
749,travels-to,John Kerry,Saudi Arabia
750,born-in,Colin Groves,England
751,lived-in,Brenda Brooks,Greenbelt
752,born-in,Henry Hall,Sheffield
753,travels-to,Kerry,Israel
754,lived-in,Nicolas Sarkozy,Paris
755,born-in,Mike Doyle,Carmarthen
756,lived-in,Mayor Michael Bloomberg,New York City
757,lived-in,John Edwards,North Carolina
758,lived-in,Mayor Gavin Newsom,San Francisco
759,born-in,Laszlo Gardony,Hungary
760,died-in,John Ross,Toronto
761,born-in,Francisco Vicente Aguilera,Bayamo
762,died-in,Eido,Beirut
763,travels-to,John Kerry,Geneva
764,lived-in,Li Ka-shing,Hong Kong
765,died-in,Hrant Dink,Istanbul
766,travels-to,Sheikh Hasina,Bangladesh
767,born-in,Diego Carranza,Mexico
768,travels-to,Harris,Atlanta
769,lived-in,Edwards,North Carolina
770,born-in,Todd Jay Weinstein,Detroit
771,born-in,Alfred Otto Herz,Hoyerswerda
772,born-in,Mark McCulloch,Inverness
773,born-in,Desi Williams,London
774,born-in,Jamie Stauffer,Kurri Kurri
775,travels-to,President Hugo Chavez,Caracas
776,died-in,Bhutto,Rawalpindi
777,lived-in,Osman Baydemir,Diyarbakir
778,lived-in,Karolos Papoulias,Greece
779,lived-in,Buffett,Omaha
780,travels-to,Bashir,South Sudan
781,lived-in,Joseph Bernardin,Chicago
782,born-in,Marie Alphonse Bedeau,Vertou
783,nationality,Dayron Robles,Cuba
784,born-in,Joshua Simon,Tel Aviv
785,died-in,Robert Richard Randall,New York City
786,born-in,Daniel O'Mahony,Croydon
787,lived-in,Jacqui Smith,British
788,nationality,Hunter Mahan,The United States
789,died-in,Bobby Poe,Grove
790,lived-in,Ron Gettelfinger,the United States
791,born-in,Martin Litton,Grays
792,lived-in,Samak,Bangkok
793,travels-to,Barack Obama,Boston
794,born-in,Sheed,England
795,lived-in,President Mary McAleese,Dublin
796,born-in,Robert Craig Knievel,Butte
797,born-in,Bach,Eisenach
798,born-in,Huang Haiyang,Xuzhou
799,lived-in,McCain,Arizona
800,died-in,Walid Eido,Beirut
801,died-in,Richardson,London
802,born-in,Louis Garneau,Quebec City
803,born-in,Michael Shine,Warren
804,born-in,Erwin Kelm,Minnesota
805,travels-to,Aziz,Kabul
806,lived-in,Karzai,Kandahar
807,lived-in,Mayor Gavin Newsom,San Francisco
808,died-in,Hrant Dink,Istanbul
809,lived-in,McCain,Arizona
810,born-in,Riccardo Beretta,Mariano Comense
811,travels-to,Kerry,Pakistan
812,lived-in,Antonio Bassolino,Campania
813,born-in,Joshua Watson,Tower Hill
814,travels-to,John Kerry,Israel
815,travels-to,DiMaggio,Canada
816,lived-in,Antel,Vienna
817,travels-to,John Kerry,India
818,lived-in,Godoy,Michoacan
819,travels-to,John Kerry,Paris
820,born-in,Silke Bodenbender,Bonn
821,died-in,Alexander Litvinenko,London
822,born-in,Huang,Zhejiang Province
823,lived-in,Johnny Tapia,Albuquerque
824,travels-to,German Chancellor Angela Merkel,Greece
825,travels-to,Kerry,Afghanistan
826,born-in,Jaume Cascalls,Berga
827,died-in,Abu Qaswarah,Mosul
828,lived-in,Olmert,Israel
829,born-in,James Owen,North Carolina
830,lived-in,Bobby Jindal,Louisiana
831,travels-to,Sen. Tom Coburn,Oklahoma
832,born-in,Philippe Adams,Mouscron
833,born-in,Lorenz,West Hartford
834,nationality,President Bush,United States
835,lived-in,Iseman,Homer City
836,travels-to,Yasar Buyukanit,Istanbul
837,travels-to,Obama,Chattanooga
838,lived-in,Mayor Gavin Newsom,San Francisco
839,died-in,Litvinenko,London
840,lived-in,Nicolas Sarkozy,Paris
841,born-in,Marjorie Evasco,Maribojoc
842,travels-to,Kerry,Afghanistan
843,lived-in,Mahmoud Zahar,Gaza
844,travels-to,Barack Obama,Boston
845,died-in,Abdul Sattar Abu Reesha,Ramadi
846,travels-to,Hsu,Hong Kong
847,lived-in,Su Huan-chih,Tainan County
848,travels-to,Muntader al-Zaidi,Baghdad
849,travels-to,Barack Obama,Boston
850,lived-in,Cardinal Norberto Rivera,Mexico
851,born-in,Ajit Ninan,Hyderabad
852,died-in,Emanuele Luzzati,Genoa
853,travels-to,Qarase,Suva
854,born-in,Jamielee McPherson,Glasgow
855,lived-in,Rose Moser,Perrysburg
856,born-in,Biden,Scranton
857,died-in,Bhutto,Rawalpindi
858,lived-in,Mitt Romney,Massachusetts
859,lived-in,Musharraf,Pakistan
860,lived-in,John Culberson,Texas
861,died-in,Barbosa,Dakar
862,travels-to,Kerry,Geneva
863,born-in,Homer Louis Randolph III,Paducah
864,travels-to,Obama,Colorado
865,born-in,Michael Halvarson,Stockholm
866,lived-in,Mark Begich,Anchorage
867,travels-to,Israeli Prime Minister Benjamin Netanyahu,the United States
868,born-in,Charles Hastings,Ludlow
869,travels-to,Karzai,Qatar
870,born-in,Liu Jianchao,Jilin
871,born-in,Matthew Price,London
872,born-in,Joshua Watson,London
873,lived-in,Samuel Johnson,London
874,born-in,Hermann Kuhnt,Senftenberg
875,lived-in,Chirac,Paris
876,born-in,Bill Beeny,Madisonville
877,born-in,Ryan Barton,Australia
878,lived-in,Sam Zell,Chicago
879,lived-in,Cameron,London
880,born-in,Vanessa Gusmeroli,Annecy
881,travels-to,Obama,Belfast
882,born-in,Andrew Martin,Cambridge
883,died-in,Thubten J. Norbu,Bloomington
884,travels-to,John Kerry,Geneva
885,born-in,Ralph Marterie,Acerra
886,travels-to,John Kerry,India
887,died-in,Chahine,Cairo
888,lived-in,Osama bin Laden,Pakistan
889,died-in,Jimmy Carl Black,Siegsdorf
890,lived-in,Harold Washington,Chicago
891,born-in,Enzo Artoni,Buenos Aires
892,born-in,Roberts,Buffalo
893,born-in,Lee Blackett,Chester
894,travels-to,Kerry,Kabul
895,lived-in,Sam Brownback,Kansas
896,nationality,Sundin,Sweden
897,travels-to,Obama,Israel
898,travels-to,Diana,Paris
899,born-in,Arenda Grimberg,Almelo
900,lived-in,Nicolas Sarkozy,Paris
901,travels-to,Kerry,Egypt
902,died-in,Chandra Shekhar,New Delhi
903,born-in,Giuseppe Rensi,Villafranca di Verona
904,travels-to,Mr Rudd,Canberra
905,died-in,Smith,Cape Town
906,died-in,Alvin Welling,Falls Church
907,born-in,Mohammad Barkatullah,Sirajganj
908,lived-in,Disraeli,London
909,born-in,Baltazar de Cordes,Netherlands
910,died-in,Picasso,Mougins
911,born-in,Isaac Green Messec,Macon
912,born-in,Alexandra Mazur,Moscow
913,travels-to,Zach Parise,Newark
914,born-in,Theodore Augustine Mann,Yorkshire
915,born-in,Jerry Kilgore,Kingsport
916,died-in,Michael E. DeBakey,Houston
917,born-in,Eric Swinkels,"Best, Netherlands"
918,died-in,Weisman,Los Angeles
919,born-in,Yefimov,Kiev
920,died-in,Walid Eido,Beirut
921,travels-to,Barack Obama,Boston
922,travels-to,David Beckham,Beijing
923,lived-in,Gov. Mitt Romney,Massachusetts
924,lived-in,Ron Paul,Lake Jackson
925,lived-in,Bogden,U.S.
926,born-in,Aragoncillo,Philippines
927,lived-in,Man Ray,Paris
928,lived-in,John Edwards,North Carolina
929,lived-in,Pete Domenici,New Mexico
930,lived-in,Pitt,New Orleans
931,born-in,Shannon Emerick,Dallas
932,died-in,Benazir Bhutto,Rawalpindi
933,travels-to,Bashir,South Sudan
934,died-in,Bhutto,Rawalpindi
935,lived-in,Michael E. Capuano,Somerville
936,nationality,Saeed Jalili,Iran
937,lived-in,Terry O'Faolain,Dublin
938,travels-to,Cameron,London
939,born-in,Louis Antonelli,Chicago
940,born-in,Richard Bernas,New York City
941,born-in,Mark McCrea,Belfast
942,born-in,Louis Gustave Ricard,Marseille
943,travels-to,Edward Snowden,Moscow
944,nationality,Alex Barros,Brazil
945,born-in,Bessmertnova,Moscow
946,born-in,Alexander Lvov,Saint Petersburg
947,lived-in,Romney,Massachusetts
948,travels-to,Vuk Jeremic,Belgrade
949,died-in,Kvasnak,Prague
950,born-in,Catherine Keller,Paris
951,born-in,Rahimi,Kabul
952,born-in,Agnes Gonxha Bojaxhiu,Skopje
953,travels-to,Kerry,India
954,born-in,Putin,Petersburg
955,travels-to,John Kerry,South Korea
956,lived-in,Bob Barr,Georgia
957,died-in,Bernie Mac,Chicago
958,born-in,Marcello Lara,Mexico City
959,travels-to,Netanyahu,Shanghai
960,born-in,Enrique Alciati,Marseille
961,travels-to,John Kerry,Jordan
962,born-in,Einar Gelius,Arendal
963,born-in,Tri Bourne,Oahu
964,born-in,Marinko Koljanin,Rijeka
965,died-in,S. Lane Faison,Williamstown
966,travels-to,Obama,Colorado
967,born-in,Godwin Birchenough,Macclesfield
968,travels-to,Kerry,Israel
969,lived-in,Fabian Nunez,California
970,nationality,Catherine Ndereba,Kenya
971,died-in,Politkovskaya,Moscow
972,nationality,Marta Sirotkina,Russia
973,born-in,Jonathan Green,Bury St Edmunds
974,lived-in,Jim Bob Duggar,Tontitown
975,travels-to,Obama,Asia
976,died-in,Dink,Istanbul
977,travels-to,Kerry,South Korea
978,lived-in,Francois Hollande,France
979,lived-in,David Boren,Oklahoma
980,died-in,Flores,Palestine
981,nationality,Lolo Jones,United States
982,lived-in,Stubbs,Detroit
983,born-in,Dick Stockton,Philadelphia
984,lived-in,Tito Mboweni,South Africa
985,died-in,Nobilo,Auckland
986,lived-in,Shanley,Bronx
987,travels-to,Obua,Kampala
988,lived-in,Mitt Romney,Massachusetts
989,born-in,Joseph Gales,Eckington
990,travels-to,Alexander Litvinenko,London
991,lived-in,Obama,Chicago
992,travels-to,Obama,Israel
993,died-in,Kozlov,Moscow
994,died-in,Rafik Hariri,Beirut
995,lived-in,Tsongas,Lowell
996,lived-in,Lawrence Ellison,Calif.
997,born-in,Elizabeth Kell,Sydney
998,born-in,Jonn Penney,Quarry Bank
999,lived-in,Mohammed Sidique Khan,Leeds
1000,travels-to,Edward Snowden,Moscow
1001,born-in,Henry Bruce Armstrong,Sholden
1002,lived-in,Mitt Romney,Massachusetts
1003,died-in,Abu Reesha,Ramadi
1004,travels-to,McCain,Erie
1005,born-in,Peter Gregg,Kent
1006,lived-in,Selahattin Hatipoglu,Balikesir
